video_id,video_path,filename_label,host,episode,episode_group_id,size_bytes,is_corrupt,yt_video_id,file_name,start_time,end_time,label,group_id,split,fold
AN_WILTY_EP15_lie10,data/raw/dolos/videos/AN_WILTY_EP15_lie10.mp4,1.0,AN,15,AN_EP15,392867.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie10,18:17,18:20,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie11,data/raw/dolos/videos/AN_WILTY_EP15_lie11.mp4,1.0,AN,15,AN_EP15,268672.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie11,18:30,18:33,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie13,data/raw/dolos/videos/AN_WILTY_EP15_lie13.mp4,1.0,AN,15,AN_EP15,354334.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie13,18:49,18:53,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie14,data/raw/dolos/videos/AN_WILTY_EP15_lie14.mp4,1.0,AN,15,AN_EP15,489405.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie14,19:01,19:07,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie16,data/raw/dolos/videos/AN_WILTY_EP15_lie16.mp4,1.0,AN,15,AN_EP15,347920.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie16,19:29,19:34,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie17,data/raw/dolos/videos/AN_WILTY_EP15_lie17.mp4,1.0,AN,15,AN_EP15,409462.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie17,19:48,19:53,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie19,data/raw/dolos/videos/AN_WILTY_EP15_lie19.mp4,1.0,AN,15,AN_EP15,294524.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie19,23:44,23:47,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie4,data/raw/dolos/videos/AN_WILTY_EP15_lie4.mp4,1.0,AN,15,AN_EP15,415448.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie4,7:03,7:06,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_lie5,data/raw/dolos/videos/AN_WILTY_EP15_lie5.mp4,1.0,AN,15,AN_EP15,369427.0,False,UCPIBQDI0QM,AN_WILTY_EP15_lie5,7:32,7:36,1.0,AN_EP15,train,fold3
AN_WILTY_EP15_truth1,data/raw/dolos/videos/AN_WILTY_EP15_truth1.mp4,0.0,AN,15,AN_EP15,426368.0,False,UCPIBQDI0QM,AN_WILTY_EP15_truth1,2:06,2:11,0.0,AN_EP15,train,fold3
AN_WILTY_EP15_truth2,data/raw/dolos/videos/AN_WILTY_EP15_truth2.mp4,0.0,AN,15,AN_EP15,615980.0,False,UCPIBQDI0QM,AN_WILTY_EP15_truth2,2:25,2:32,0.0,AN_EP15,train,fold3
AN_WILTY_EP15_truth20,data/raw/dolos/videos/AN_WILTY_EP15_truth20.mp4,0.0,AN,15,AN_EP15,414000.0,False,UCPIBQDI0QM,AN_WILTY_EP15_truth20,25:26,25:31,0.0,AN_EP15,train,fold3
AN_WILTY_EP15_truth21,data/raw/dolos/videos/AN_WILTY_EP15_truth21.mp4,0.0,AN,15,AN_EP15,361825.0,False,UCPIBQDI0QM,AN_WILTY_EP15_truth21,25:35,25:39,0.0,AN_EP15,train,fold3
AN_WILTY_EP15_truth6,data/raw/dolos/videos/AN_WILTY_EP15_truth6.mp4,0.0,AN,15,AN_EP15,532993.0,False,UCPIBQDI0QM,AN_WILTY_EP15_truth6,8:58,9:04,0.0,AN_EP15,train,fold3
AN_WILTY_EP15_truth7,data/raw/dolos/videos/AN_WILTY_EP15_truth7.mp4,0.0,AN,15,AN_EP15,401721.0,False,UCPIBQDI0QM,AN_WILTY_EP15_truth7,9:48,9:51,0.0,AN_EP15,train,fold3
