video_id,label,score_lie,fusion_method,fold,threshold,pred,correct,margin,error_type,host,episode,episode_group_id,group_id,file_name,start_time,end_time,clip_suspect_contamination,first_window_suspect,suspect_window_ratio,max_identity_clusters,min_dominant_ratio,max_cosine_distance
BRI_WILTY_EP60_lie_8,1,0.4806107166409492,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.05168848403212106,FN,BRI,60,BRI_EP60,BRI_EP60,BRI_WILTY_EP60_lie_8,12:52,12:58,True,True,0.3333333333333333,4,0.3125,1.1050325632095337
AN_WILTY_EP24_lie14,1,0.4813841371238231,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.05091506354924713,FN,AN,24,AN_EP24,AN_EP24,AN_WILTY_EP24_lie14,8:46,8:50,True,True,0.5,4,0.4375,0.990054965019226
LS_WILTY_EP2_lie1,1,0.4906076900660991,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.04169151060697113,FN,LS,2,LS_EP2,LS_EP2,LS_WILTY_EP2_lie1,6:30,6:34,True,True,1.0,5,0.3125,1.134532451629639
LS_WILTY_EP13_lie1,1,0.4915908129016558,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.040708387771414445,FN,LS,13,LS_EP13,LS_EP13,LS_WILTY_EP13_lie1,4:21,4:24,True,True,1.0,5,0.375,1.1747355461120603
SB_WILTY_EP34_lie10,1,0.4945114867389202,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.037787713934150036,FN,SB,34,SB_EP34,SB_EP34,SB_WILTY_EP34_lie10,4:47,4:51,True,True,0.5,3,0.5625,0.9932174682617188
LS_WILTY_EP75_lie8,1,0.4946451359242201,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.037654064748850136,FN,LS,75,LS_EP75,LS_EP75,LS_WILTY_EP75_lie8,23:03,23:11,True,False,0.5,3,0.5,0.989240288734436
SB_WILTY_EP33_lie4,1,0.4951852106551329,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.03711399001793736,FN,SB,33,SB_EP33,SB_EP33,SB_WILTY_EP33_lie4,7:09,7:15,True,True,1.0,4,0.4375,1.1371700763702393
LS_WILTY_EP10_lie15,1,0.4953821840137243,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.036917016659345936,FN,LS,10,LS_EP10,LS_EP10,LS_WILTY_EP10_lie15,26:11,26:15,True,False,0.25,3,0.625,0.9430287480354308
SB_WILTY_EP41_lie15,1,0.4980659423023462,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.03423325837072405,FN,SB,41,SB_EP41,SB_EP41,SB_WILTY_EP41_lie15,22:15,22:23,True,False,0.375,3,0.5,0.9869197607040404
SB_WILTY_EP42_lie10,1,0.4989289752021432,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.03337022547092705,FN,SB,42,SB_EP42,SB_EP42,SB_WILTY_EP42_lie10,18:17,18:25,True,True,0.625,3,0.5,1.2049574851989746
AN_WILTY_EP17_lie13,1,0.5012147654805864,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.031084435192483828,FN,AN,17,AN_EP17,AN_EP17,AN_WILTY_EP17_lie13,23:08,23:15,True,True,0.8571428571428571,3,0.4375,0.885883092880249
AN_WILTY_EP26_lie18,1,0.5026069537798564,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.029692246893213814,FN,AN,26,AN_EP26,AN_EP26,AN_WILTY_EP26_lie18,13:38,13:41,True,True,1.0,4,0.4375,1.01570463180542
SB_WILTY_EP37_lie1,1,0.5027571618982724,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.029542038774797885,FN,SB,37,SB_EP37,SB_EP37,SB_WILTY_EP37_lie1,1:41,1:48,True,True,1.0,6,0.375,1.1559313535690308
YW_WILTY_EP46_lie3,1,0.5027864887565374,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.02951271191653282,FN,YW,46,YW_EP46,YW_EP46,YW_WILTY_EP46_lie3,11:06,11:14,True,True,0.25,5,0.4375,1.045741081237793
LS_WILTY_EP72_lie7,1,0.5039890541434288,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.028310146529641478,FN,LS,72,LS_EP72,LS_EP72,LS_WILTY_EP72_lie7,15:17,15:22,True,True,1.0,5,0.4375,1.09885835647583
LS_WILTY_EP72_lie15,1,0.506117339849472,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.02618186082359819,FN,LS,72,LS_EP72,LS_EP72,LS_WILTY_EP72_lie15,26:32,26:37,True,True,1.0,5,0.375,1.102583885192871
YW_WILTY_EP56_lie4,1,0.5061489796638489,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.026150221009221375,FN,YW,56,YW_EP56,YW_EP56,YW_WILTY_EP56_lie4,6:26,6:29,True,False,0.3333333333333333,3,0.5625,0.7382403016090393
YW_WILTY_EP56_lie16,1,0.5080658673495054,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.02423333332356481,FN,YW,56,YW_EP56,YW_EP56,YW_WILTY_EP56_lie16,23:52,23:56,False,False,0.0,3,0.75,0.8677462339401245
BRI_WILTY_EP63_lie_25,1,0.5082819561362267,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.024017244536843507,FN,BRI,63,BRI_EP63,BRI_EP63,BRI_WILTY_EP63_lie_25,12:51,12:56,True,True,0.8,3,0.5,1.0923653841018677
LS_WILTY_EP13_lie9,1,0.5084962168335915,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.023802983839478764,FN,LS,13,LS_EP13,LS_EP13,LS_WILTY_EP13_lie9,16:28,16:31,False,False,0.0,2,0.9375,0.8083552122116089
YW_WILTY_EP51_lie1,1,0.5085735746224721,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.023725626050598136,FN,YW,51,YW_EP51,YW_EP51,YW_WILTY_EP51_lie1,5:39,5:42,False,False,0.0,1,1.0,0.502287745475769
AN_WILTY_EP21_lie22,1,0.5091793015599251,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.02311989911314516,FN,AN,21,AN_EP21,AN_EP21,AN_WILTY_EP21_lie22,25:36,25:40,True,True,0.75,5,0.3125,1.1365811824798584
BRI_WILTY_EP66_lie_10,1,0.5096349261488233,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.022664274524246908,FN,BRI,66,BRI_EP66,BRI_EP66,BRI_WILTY_EP66_lie_10,12:24,12:32,True,True,0.8571428571428571,5,0.4375,1.1213613748550415
BRI_WILTY_EP58_lie_15,1,0.5097417664527893,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.022557434220280892,FN,BRI,58,BRI_EP58,BRI_EP58,BRI_WILTY_EP58_lie_15,12:30,12:39,True,True,0.3333333333333333,5,0.375,1.0471851825714111
BRI_WILTY_EP62_lie_30,1,0.4782158399621646,ensemble_raw_balanced_accuracy,fold1,0.5000835585718353,0,False,0.021867718609670683,FN,BRI,62,BRI_EP62,BRI_EP62,BRI_WILTY_EP62_lie_30,23:27,23:30,False,False,0.0,3,0.8125,0.9658974409103394
BRI_WILTY_EP58_lie_3,1,0.5123850253224372,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.019914175350633,FN,BRI,58,BRI_EP58,BRI_EP58,BRI_WILTY_EP58_lie_3,2:52,2:56,True,True,1.0,4,0.4375,1.0655267238616943
LS_WILTY_EP3_lie2,1,0.5125497402747472,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.019749460398323038,FN,LS,3,LS_EP3,LS_EP3,LS_WILTY_EP3_lie2,6:59,7:02,True,True,0.6666666666666666,4,0.5,1.021776556968689
BRI_WILTY_EP60_lie_16,1,0.5128489686250687,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.01945023204800156,FN,BRI,60,BRI_EP60,BRI_EP60,BRI_WILTY_EP60_lie_16,16:52,16:57,True,False,0.4,4,0.5625,1.049237608909607
SB_WILTY_EP37_lie3,1,0.51326904296875,ensemble_raw_balanced_accuracy,fold3,0.5322992006730702,0,False,0.01903015770432026,FN,SB,37,SB_EP37,SB_EP37,SB_WILTY_EP37_lie3,3:05,3:11,True,True,0.6666666666666666,3,0.5625,1.0050442218780518
BRI_WILTY_EP62_lie_29,1,0.4815869990736245,ensemble_raw_balanced_accuracy,fold1,0.5000835585718353,0,False,0.018496559498210774,FN,BRI,62,BRI_EP62,BRI_EP62,BRI_WILTY_EP62_lie_29,23:19,23:23,True,True,0.75,2,0.5625,0.9131479859352112
