video_id,label,score_lie,fusion_method,fold,threshold,pred,correct,margin,error_type,host,episode,episode_group_id,group_id,file_name,start_time,end_time,clip_suspect_contamination,first_window_suspect,suspect_window_ratio,max_identity_clusters,min_dominant_ratio,max_cosine_distance
LS_WILTY_EP10_truth7,0,0.7224270304044088,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.04434876044591274,FP,LS,10,LS_EP10,LS_EP10,LS_WILTY_EP10_truth7,21:32,21:35,False,False,0.0,3,0.75,0.8584980964660645
YW_WILTY_EP47_truth7,0,0.7210384805997213,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.04296021064122524,FP,YW,47,YW_EP47,YW_EP47,YW_WILTY_EP47_truth7,26:34,26:38,True,True,0.6666666666666666,4,0.5625,0.8594387173652649
BRI_WILTY_EP64_truth_19,0,0.72065669298172,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.0425784230232239,FP,BRI,64,BRI_EP64,BRI_EP64,BRI_WILTY_EP64_truth_19,18:01,18:06,True,True,0.2,3,0.625,0.9050015807151794
YW_WILTY_EP49_truth14,0,0.7204403579235077,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.04236208796501162,FP,YW,49,YW_EP49,YW_EP49,YW_WILTY_EP49_truth14,26:03,26:07,True,True,0.25,5,0.5,0.9825432300567628
YW_WILTY_EP49_truth13,0,0.7202368179957072,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.042158548037211085,FP,YW,49,YW_EP49,YW_EP49,YW_WILTY_EP49_truth13,25:57,26:00,True,True,0.6666666666666666,3,0.6875,0.8513251543045044
YW_WILTY_EP49_truth11,0,0.7189708650112152,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.04089259505271914,FP,YW,49,YW_EP49,YW_EP49,YW_WILTY_EP49_truth11,25:14,25:22,True,False,0.25,3,0.5625,0.6975680589675903
LS_WILTY_EP76_lie1,0,0.7188897281885147,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.04081145823001864,FP,LS,76,LS_EP76,LS_EP76,LS_WILTY_EP76_lie1,6:59,7:03,False,False,0.0,2,0.9375,0.9148435592651368
BRI_WILTY_EP57_truth_28,0,0.7184077302614847,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.04032946030298867,FP,BRI,57,BRI_EP57,BRI_EP57,BRI_WILTY_EP57_truth_28,21:19,21:22,True,True,0.6666666666666666,5,0.5625,0.987665355205536
AN_WILTY_EP16_truth25,0,0.718343585729599,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.04026531577110293,FP,AN,16,AN_EP16,AN_EP16,AN_WILTY_EP16_truth25,25:15,25:19,False,False,0.0,2,0.9375,0.7750853300094604
YW_WILTY_EP51_truth5,0,0.7168212980031967,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.038743028044700645,FP,YW,51,YW_EP51,YW_EP51,YW_WILTY_EP51_truth5,25:31,25:35,True,False,0.75,4,0.5625,0.9477394819259644
YW_WILTY_EP47_truth4,0,0.7163364887237549,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03825821876525881,FP,YW,47,YW_EP47,YW_EP47,YW_WILTY_EP47_truth4,16:24,16:27,False,False,0.0,3,0.75,0.6508707404136658
BRI_WILTY_EP64_truth_18,0,0.7137205377221107,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03564226776361468,FP,BRI,64,BRI_EP64,BRI_EP64,BRI_WILTY_EP64_truth_18,17:38,17:46,False,False,0.0,2,0.875,0.7791268825531006
LS_WILTY_EP11_truth7,0,0.7132647236188253,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03518645366032924,FP,LS,11,LS_EP11,LS_EP11,LS_WILTY_EP11_truth7,19:58,20:01,True,False,0.3333333333333333,5,0.625,1.013363003730774
YW_WILTY_EP49_truth10,0,0.712685057095119,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03460678713662291,FP,YW,49,YW_EP49,YW_EP49,YW_WILTY_EP49_truth10,25:00,25:07,True,True,0.2857142857142857,3,0.5625,1.020557165145874
LS_WILTY_EP14_truth8,0,0.5483571036656697,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.03443550695975617,FP,LS,14,LS_EP14,LS_EP14,LS_WILTY_EP14_truth8,22:48,22:51,True,False,0.6666666666666666,4,0.5,0.903113842010498
SB_WILTY_EP29_truth7,0,0.5479813339710234,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.03405973726510991,FP,SB,29,SB_EP29,SB_EP29,SB_WILTY_EP29_truth7,9:15,9:20,False,False,0.0,2,0.9375,0.6079726815223694
YW_WILTY_EP46_truth3,0,0.7121202747027079,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03404200474421182,FP,YW,46,YW_EP46,YW_EP46,YW_WILTY_EP46_truth3,14:03,14:06,False,False,0.0,3,0.75,0.7394371628761292
SB_WILTY_EP36_truth4,0,0.7102791547775269,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03220088481903083,FP,SB,36,SB_EP36,SB_EP36,SB_WILTY_EP36_truth4,7:43,7:53,True,True,0.9,5,0.4375,1.083805799484253
AN_WILTY_EP17_truth5,0,0.5461094832420348,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.03218788653612126,FP,AN,17,AN_EP17,AN_EP17,AN_WILTY_EP17_truth5,9:23,9:28,True,True,1.0,5,0.375,0.8762173652648926
BRI_WILTY_EP61_truth_34,0,0.7100593547026316,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.031981084744135524,FP,BRI,61,BRI_EP61,BRI_EP61,BRI_WILTY_EP61_truth_34,22:44,22:50,True,True,0.3333333333333333,5,0.5625,1.1750750541687012
YW_WILTY_EP50_truth2,0,0.5454905933141708,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.031568996608257294,FP,YW,50,YW_EP50,YW_EP50,YW_WILTY_EP50_truth2,5:57,6:03,True,False,0.1666666666666666,2,0.5625,0.6365851163864136
YW_WILTY_EP46_truth9,0,0.7093993723392487,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.031321102380752586,FP,YW,46,YW_EP46,YW_EP46,YW_WILTY_EP46_truth9,20:21,20:25,True,True,0.75,6,0.3125,1.081443190574646
SB_WILTY_EP32_truth3,0,0.7086666491296556,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03058837917115953,FP,SB,32,SB_EP32,SB_EP32,SB_WILTY_EP32_truth3,2:15,2:24,True,True,0.5555555555555556,5,0.5,1.110605239868164
YW_WILTY_EP45_truth7,0,0.544470499583653,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.03054890287773948,FP,YW,45,YW_EP45,YW_EP45,YW_WILTY_EP45_truth7,14:21,14:28,True,True,0.7142857142857143,4,0.4375,1.0287002325057983
LS_WILTY_EP3_truth7,0,0.7085817058881124,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.03050343592961635,FP,LS,3,LS_EP3,LS_EP3,LS_WILTY_EP3_truth7,20:58,21:01,False,False,0.0,1,1.0,0.5249455571174622
BRI_WILTY_EP64_truth_8,0,0.5442213699221611,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.03029977321624755,FP,BRI,64,BRI_EP64,BRI_EP64,BRI_WILTY_EP64_truth_8,8:27,8:31,True,True,0.5,4,0.625,0.7952039241790771
YW_WILTY_EP55_truth1,0,0.5440605182647705,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.030138921558857,FP,YW,55,YW_EP55,YW_EP55,YW_WILTY_EP55_truth1,6:45,6:50,True,True,0.4,4,0.375,0.9746845364570618
SB_WILTY_EP35_truth5,0,0.7072575241327286,ensemble_raw_auc_roc,fold1,0.6780782699584961,1,False,0.029179254174232505,FP,SB,35,SB_EP35,SB_EP35,SB_WILTY_EP35_truth5,8:39,8:43,True,False,0.75,3,0.375,0.9666914343833924
LS_WILTY_EP10_truth2,0,0.5427935401598613,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.028871943453947724,FP,LS,10,LS_EP10,LS_EP10,LS_WILTY_EP10_truth2,2:12,2:15,True,True,1.0,6,0.4375,1.0786898136138916
SB_WILTY_EP35_truth8,0,0.5427742173274358,ensemble_raw_auc_roc,fold3,0.5139215967059135,1,False,0.028852620621522274,FP,SB,35,SB_EP35,SB_EP35,SB_WILTY_EP35_truth8,9:25,9:31,True,True,0.5,4,0.4375,1.151311278343201
